lname,state,city,pincode,key
Akot_CollegeRd_D (Maharashtra),MH,Akot,444117,akot
Erode (Tamil Nadu),TN,Erode,638113,erode
Sakoli_GaneshWard_D (Maharashtra),MH,Sakoli,441809,sakoli
Nazirpur_Thanarpara_D (West Bengal),WB,Nazirpur,741122,nazirpur
Chandil_Chauka_DPP (Jharkhand),JH,Chandil,832401,chandil
ItiyaThok_JantaInterClg_D (Uttar Pradesh),UP,Itia Thok,271201,itia thok
Karaikudi_Sivaganga_D (Tamil Nadu),TN,Karaikudi,623202,karaikudi
Lalgopalganj_Anandi_D (Uttar Pradesh),UP,Lal Gopalganj,230201,lal gopalganj
Ratia_SchdvDPP_D (Haryana),HR,Ratia,151507,ratia
Bhoom_KusumNagar_D (Maharashtra),MH,Bhoom,413534,bhoom
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,121101,dhaka-bd
Palampur_Berachah_D (Himachal Pradesh),HP,Palampur,176059,palampur
BD_Dhaka_Banani_P (Dhaka-BD),DK,Munshiganj,1503,munshiganj
Erode_SathyRd_DPP (Tamil Nadu),TN,Erode,638011,erode
Dabaspete_Chandanahosahalli_D (Karnataka),KA,Dabaspete,561101,dabaspete
Shrirampur_Ward7_D (Maharashtra),MH,Shrirampur,413723,shrirampur
Patna_PatliputraColony_D (Bihar),BR,Patna,800028,patna
Bheemunipatnam_Chittivalasa_D (Andhra Pradesh),AP,Bheemunipatnam,531219,bheemunipatnam
Chandigarh_Raiprkln_C (Chandigarh),PB,Mohali,160061,mohali
Sankaramangalam_Pattithara_D (Kerala),KL,Sankaramangalam,679312,sankaramangalam
Hansot_ChaudhryTmbr_DPP (Gujarat),GJ,Hansot,393030,hansot
Athagarh_AngulRd_DPP (Orissa),OR,Athagarh,754035,athagarh
Hosur_BypassrRD_D (Tamil Nadu),TN,Hosur,635109,hosur
Ahmedabad_Thaltej_C (Gujarat),GJ,Ahmedabad,380053,ahmedabad
BD_Dhaka_Banani_P (Dhaka-BD),KH,Jhenaidah,7351,jhenaidah
Varanasi_Nasirpur_D (Uttar Pradesh),UP,Varanasi,221011,varanasi
Malegaon_JyotiNgr_D (Maharashtra),MH,Malegaon,423208,malegaon
AmbagarhChowki_Ward14_D (Chhattisgarh),CG,AmbagarhChowki,491558,ambagarhchowki
Rajouri_Mehra_D (Jammu & Kashmir),JK,Rajouri,185234,rajouri
Chennai_ExpressEstate_C (Tamil Nadu),TN,Chennai,600094,chennai
Midnapore_Sarbera_DPP (West Bengal),WB,Midnapore,721128,midnapore
Cochin_Kdvantra_D (Kerala),KL,Cochin,682011,cochin
Karimganj_Andharibond_D (Assam),AS,Karimganj,788719,karimganj
Puranakatak_Jajpur_DPP (Orissa),OR,Puranakatak,762023,puranakatak
Nalgonda_UdipiHotel_D (Telangana),TS,Nalgonda,508254,nalgonda
Patancheru_Citizenscolony_D (Telangana),TS,Patancheru,502319,patancheru
Pauri_Ghuret_DPP (Uttarakhand),UK,Pauri,249122,pauri
BD_Dhaka_Banani_P (Dhaka-BD),DK,Faridpur-BD,7803,faridpur-bd
Bambavade_SarudRd_DPP (Maharashtra),MH,Bambavade,416213,bambavade
Jaipatna_PradhniChwk_D (Orissa),OR,Jaipatna,766013,jaipatna
Kangra_Ghurkari_D (Himachal Pradesh),HP,Kangra,176037,kangra
Narasaraopet_SBalajiNgr_D (Andhra Pradesh),AP,Narasaraopet,522408,narasaraopet
Mysore_TilakNagar_D (Karnataka),KA,Mysore,570002,mysore
Imphal_Tarung_D (Manipur),MN,Imphal,795004,imphal
Dahod_Vanzarwada_D (Gujarat),GJ,Dahod,389157,dahod
Dachepalle_Indiracolony_DPP (Andhra Pradesh),AP,Dachepalle,522415,dachepalle
Purulia_GariDPP_D (West Bengal),WB,Purulia,723102,purulia
CCU_Lake Avenue_CP (West Bengal),WB,Kolkata,700027,kolkata
NeemkaThana_BundeliRd_D (Rajasthan),RJ,Neem ka Thana,333801,neem ka thana
Thuraiyur_Mthrapuri_D (Tamil Nadu),TN,Thuraiyur,621011,thuraiyur
Madurai_Ezhilnagar_D (Tamil Nadu),TN,Madurai,625023,madurai
Singhia_Bithan_D (Bihar),BR,Singhia,848207,singhia
Saidabad_Naibasti_D (Uttar Pradesh),UP,Saidabad,221506,saidabad
Sonepur_BrezeDPP_D (Orissa),OR,Sonepur-OR,767016,sonepur-or
Bilimora_DC (Gujarat),GJ,Bilimora,396040,bilimora
Cherial_Vchreni_D (Telangana),TS,Cherial,502372,cherial
Sojat_RendriCircle_DPP (Rajasthan),RJ,Sojat,306306,sojat
Kannur_Manal_D (Kerala),KL,Kannur,670013,kannur
Kalain_Tarapur_D (Assam),AS,Kalain,788815,kalain
Tiruppattur_KrishagiriRd_D (Tamil Nadu),TN,Tiruppattur,635901,tiruppattur
Mathabhanga_Pachagarh_D (West Bengal),WB,Mathabhanga,735303,mathabhanga
Vellore_Avrmpalyam_D (Tamil Nadu),TN,Vellore,632005,vellore
Aurangabad_MhadaColony_D (Maharashtra),MH,Aurangabad,430006,aurangabad
Kovilpatti_KadershanKoil_D (Tamil Nadu),TN,Kovilpatti,628501,kovilpatti
Ghosi_Jamalpur_D (Uttar Pradesh),UP,Ghosi,275307,ghosi
Binjharpur_Ragunthapr_D (Orissa),OR,Binjharpur,755027,binjharpur
Dehradun_NalapaniRd_D (Uttarakhand),UK,Dehradun,248147,dehradun
Belthangady_UjreMnRd_DPP (Karnataka),KA,Belthangady,574216,belthangady
Pendra_Kalimndr_D (Chhattisgarh),CG,Pendra,495119,pendra
Podili_Sravaniestate_D (Andhra Pradesh),AP,Podili,523252,podili
Shriwardhan_Kherdi_D (Maharashtra),MH,Shriwardhan,402113,shriwardhan
Shillong_Umiam_D (Meghalaya),ML,Shillong,793122,shillong
Umaria_BadhvgarhRd_D (Madhya Pradesh),MP,Umaria,484660,umaria
Birmitrapur_Sailata_D (Orissa),OR,Birmitrapur,770039,birmitrapur
Pandhurna_Mataward_D (Madhya Pradesh),MP,Pandhurna,480334,pandhurna
Melmaruvathur_IOBank_D (Tamil Nadu),TN,Melmaruvathur,603312,melmaruvathur
Bhiwani_KrishnaColony_D (Haryana),HR,Bhiwani,127032,bhiwani
Kadiri_NagireddyPalli_D (Andhra Pradesh),AP,Kadiri,515561,kadiri
Begusarai_Mohammadpur_D (Bihar),BR,Begusarai,851117,begusarai
Chaparmukh_Roha_D (Assam),AS,Chaparmukh,782425,chaparmukh
Mayavaram_Akalur_D (Tamil Nadu),TN,Mayiladuthurai,609204,mayiladuthurai
CumbumAP_BhagyaNagar_D (Andhra Pradesh),AP,CumbumAP,523370,cumbumap
Mettur_Samballi_D (Tamil Nadu),TN,Mettur,636452,mettur
Ayoor_Anchal_D (Kerala),KL,Ayoor,691548,ayoor
Jhargram_Raghunathpur_DPP (West Bengal),WB,Jhargram,721502,jhargram
Avinashi_SeyurRoad_D (Tamil Nadu),TN,Avinashi,638460,avinashi
Kottayam_Perumbaikad_D (Kerala),KL,Kottayam,686022,kottayam
Salempur_Banjaria_D (Uttar Pradesh),UP,Salempur,274602,salempur
Punganur_Tatimkla_D (Andhra Pradesh),AP,Punganur,517414,punganur
Kollam_Kottamkara_D (Kerala),KL,Kollam,691576,kollam
Cuddapah_LohiyaNagar_D (Andhra Pradesh),AP,Cuddapah,516293,cuddapah
Chhibramau_TajpurRd_D (Uttar Pradesh),UP,Chhibramau,209721,chhibramau
Rajahmundry_Rajanagaram_D (Andhra Pradesh),AP,Rajahmundry,533294,rajahmundry
Jhagadia_Ranipara_DPP (Gujarat),GJ,Jhagadia,393115,jhagadia
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,951208,dhaka-bd
Shrirampur_Ward7_D (Maharashtra),MH,Shrirampur,413739,shrirampur
Garhshankar_BangaRoad_D (Punjab),PB,Garhshanker,144524,garhshanker
Nimbahera_Chotisadri_DPP (Rajasthan),RJ,Nimbahera,312614,nimbahera
Jalna_Yashodipnagar_D (Maharashtra),MH,Jalna,431203,jalna
Vilathikulam_Thoothukudi_DPP (Tamil Nadu),TN,Vilathikulam,628902,vilathikulam
Thrissur_Koonammoochi_D (Kerala),KL,Thrissur,680602,thrissur
Deeg_Rambag_D (Rajasthan),RJ,Deeg,321203,deeg
Baheri_Mahadevpuram_D (Uttar Pradesh),UP,Baheri,243203,baheri
Ranebennur_Rattihalli_DPP (Karnataka),KA,Ranebennur,581119,ranebennur
Bhandara_Mohadi_DPP (Maharashtra),MH,Bhandara,441909,bhandara
BD_Dhaka_Banani_P (Dhaka-BD),CA,Chandpur-BD,3620,chandpur-bd
Mumbai_MahimJunction_C (Maharashtra),MH,Mumbai,400162,mumbai
Vansda_Chikatiya_D (Gujarat),GJ,Vansda,396580,vansda
Kodungallur_Methala_D (Kerala),KL,Kodungallur,680665,kodungallur
Erode_Perundurai_D (Tamil Nadu),TN,Erode,638053,erode
Atmakur_KGRd_D (Andhra Pradesh),AP,Atmakur,518422,atmakur
Boisar_BhimNagar_D (Maharashtra),MH,Boisar,401502,boisar
Anandnagar_DhniDhla_DPP (Uttar Pradesh),UP,Anandnagar,273155,anandnagar
Chetpet_PoliceStn_DPP (Tamil Nadu),TN,Chetpet,606801,chetpet
Howrah_Shibpur_C (West Bengal),WB,Howrah,711403,howrah
Rumkitalav_Nizar_DPP (Gujarat),GJ,Rumkitalav,394380,rumkitalav
CCU_Purbalok_CP (West Bengal),WB,Kolkata,700020,kolkata
Alwar_TuleraRoad_D (Rajasthan),RJ,Alwar,301032,alwar
Kallakurichi_MadhaaniNagar_D (Tamil Nadu),TN,Kallakurichi,606213,kallakurichi
Nilambur_KarulaiRd_DPP (Kerala),KL,Nilambur,679331,nilambur
Chennai_Guindy_C (Tamil Nadu),TN,Chennai,600042,chennai
Kunkuri_Dugdugiya_D (Chhattisgarh),CG,Kunkuri,496334,kunkuri
Bagalkot_NavaNgr_D (Karnataka),KA,Bagalkot,587205,bagalkot
Madhubani_NidhiChowk_D (Bihar),BR,Madhubani,847238,madhubani
Hyderabad_Devaryamjal_R (Telangana),TS,Medchal,500078,medchal
Gaya_Balajinagar_D (Bihar),BR,Gaya,823002,gaya
Nagaur_Shastrinagar_D (Rajasthan),RJ,Nagaur,341012,nagaur
Basti_GandhiNagar_D (Uttar Pradesh),UP,Basti,272149,basti
Anand_VitthalUdyog_D (Gujarat),GJ,Anand,388544,anand
Sherghati_GayaRd_D (Bihar),BR,Sherghati,824211,sherghati
Thisayanvilai_NavaladyR_D (Tamil Nadu),TN,Thisayanvilai,628656,thisayanvilai
Muniguda_Ambodola_DPP (Orissa),OR,Muniguda,765021,muniguda
Lucknow_NarpatKheraP_D (Uttar Pradesh),UP,Lucknow,226302,lucknow
Hoogly_Bandel_D (West Bengal),WB,Hooghly,712101,hooghly
Faizabad_MayaBazar_D (Uttar Pradesh),UP,Faizabad,224171,faizabad
Thiruporur_Rountana2_DPP (Tamil Nadu),TN,Thiruporur,603110,thiruporur
Rajpura_NavyugColony_D (Punjab),PB,Rajpura,140602,rajpura
Gurgaon_PalamVihar_R (Haryana),HR,Gurgaon,122224,gurgaon
Mothkur_Mainroad_D (Telangana),TS,Mothkur,508111,mothkur
Lakheri_KrsrdDPP_D (Rajasthan),RJ,Lakheri,323614,lakheri
Kozhikode_Pallikkal_D (Kerala),KL,Kozhikode,673653,kozhikode
Pileru_Plot14_D (Andhra Pradesh),AP,Pileru,517214,pileru
Ramanathapura_Central_D_2 (Karnataka),KA,Ramanathapura,573142,ramanathapura
Hindupur_Sadlapalli_D (Andhra Pradesh),AP,Hindupur,515201,hindupur
Jalalabad_farukngr_D (Uttar Pradesh),UP,JalalabadUP,242221,jalalabadup
Vellore_Avrmpalyam_D (Tamil Nadu),TN,Vellore,632052,vellore
Kumily_Thekkady_D (Kerala),KL,Kumily,685509,kumily
Thanjavur_Riyasnagar_D (Tamil Nadu),TN,Thanjavur,613002,thanjavur
Panja_SubrmnyRd_DPP (Karnataka),KA,Panja,574328,panja
Bangana_Bhaleti_D (Himachal Pradesh),HP,Bangana,174321,bangana
Chhata_Krishnacolony_D (Uttar Pradesh),UP,Chhata,281504,chhata
Daudnagar_Tarar_D (Bihar),BR,Daudnagar,824213,daudnagar
Chopan_Lokocly_DPP (Uttar Pradesh),UP,Chopan,231207,chopan
Korba_Laluramnagar_D (Chhattisgarh),CG,Korba,495452,korba
BD_Chandpur_Taltola_D (Chattogram),CA,Chandpur-BD,3601,chandpur-bd
Amb_Mubarikpur_D (Himachal Pradesh),HP,Amb,177210,amb
Reengus_TegoreViharColony_D (Rajasthan),RJ,Reengus,332715,reengus
Kottarakkara_MythriNagar_D (Kerala),KL,Kottarakkara,691518,kottarakkara
Lahar_Beejasen_D (Madhya Pradesh),MP,Lahar,475682,lahar
Vadipatti_Pallapatti_D (Tamil Nadu),TN,Vadipatti,624218,vadipatti
Ahmedabad_Thaltej_C (Gujarat),GJ,Ahmedabad,380062,ahmedabad
Manawar_MPEBOffice_DPP (Madhya Pradesh),MP,Manawar,454446,manawar
Hyderabad_Kothapet_C (Telangana),TS,Hyderabad,500058,hyderabad
Gharsana_Jaatcolony_D (Rajasthan),RJ,Gharsana,335707,gharsana
Raila_PoliceSt_DPP (Rajasthan),RJ,Raila,311401,raila
Shoranur_Akamala_D (Kerala),KL,Shoranur,680589,shoranur
Thachnttukra_Mangadn_D (Kerala),KL,Thachanattukara,678595,thachanattukara
Silapathar_Junakinagar_D (Assam),AS,Silapathar,787110,silapathar
Katangi_Bhajiyapar_DPP (Madhya Pradesh),MP,Katangi,481445,katangi
Mainpuri_Bypassroad_D (Uttar Pradesh),UP,Mainpuri,205265,mainpuri
Guntur_Perecherla_D (Andhra Pradesh),AP,Guntur,522438,guntur
Tarsikka_BabaBakala_DPP (Punjab),PB,Tarsikka,143114,tarsikka
Phulpur_BeerKaji_D (Uttar Pradesh),UP,Phulpur,212402,phulpur
Aurangabad_MhadaColony_D (Maharashtra),MH,Aurangabad,431006,aurangabad
Nawanshahr_FrndsClny_D (Punjab),PB,Nawanshahr,144517,nawanshahr
Hathras_Sadabad_D (Uttar Pradesh),UP,Hathras,281306,hathras
Chennai_Guindy_C (Tamil Nadu),TN,Chennai,600090,chennai
Jafrabad_SilloadRd_DPP (Maharashtra),MH,Jafrabad,431208,jafrabad
BD_Barisal_Sadar_D (Barisal),BA,Barisal,8207,barisal
Pulivendula_Bakarapuram_D (Andhra Pradesh),AP,Pulivendula,516396,pulivendula
Katra_Central_D_1 (Jammu & Kashmir),JK,Katra,182301,katra
Adoor_Vadakkadathukavu_D (Kerala),KL,Adoor,691552,adoor
Sangareddy_Malkapur_D (Telangana),TS,Sangareddy,502285,sangareddy
Haliya_VBNagar_D (Telangana),TS,Haliya,508377,haliya
Visakhapatnam_Samatanagar_D (Andhra Pradesh),AP,Visakhapatnam,530005,visakhapatnam
Shahdol_Jamui_D (Madhya Pradesh),MP,Shahdol,484110,shahdol
Machilipatnam_Ward16_D (Andhra Pradesh),AP,Machilipatnam,521162,machilipatnam
Gudiyattam_KTPRoad_D (Tamil Nadu),TN,Gudiyattam,632103,gudiyattam
Karukachal_Nedumkunam_D (Kerala),KL,Karukachal,689585,karukachal
Dholka_BalajiSqr_D (Gujarat),GJ,Bavla,382213,bavla
Beed_MasratNagar_D (Maharashtra),MH,Beed,431126,beed
Neyveli_Vadakuthu_D (Tamil Nadu),TN,Neyveli,607805,neyveli
Jetpur_Dasijivanpara_D (Gujarat),GJ,Jetpur,364485,jetpur
Raver_BurhanpurRoad_D (Maharashtra),MH,Raver,425509,raver
Hanumangarh_DhaanMandi_D (Rajasthan),RJ,Hanumangarh,335802,hanumangarh
Songadh_Vyara_D (Gujarat),GJ,Songadh,394652,songadh
Gurdaspur_Hawalian_D (Punjab),PB,Ajnala,143512,ajnala
BD_Sunamganj_Moynar_D (Sylhet),SH,Sunamganj,3080,sunamganj
Amroha_Gulariya_D (Uttar Pradesh),UP,Amroha,244245,amroha
Chandigarh_Raiprkln_C (Chandigarh),CH,Chandigarh,160027,chandigarh
Bankura_KeranDPP_D (West Bengal),WB,Bankura,722174,bankura
Kolhapur_Kalamba_D (Maharashtra),MH,Kolhapur,416012,kolhapur
Palanpur_Esbipura_D (Gujarat),GJ,Palanpur,385520,palanpur
Kishni_Shivmndr_D (Uttar Pradesh),UP,Kishni,205268,kishni
Saintala_Sikapatrapali_DPP (Orissa),OR,Saintala,767067,saintala
Tangi_SriDPP_D (Orissa),OR,Tangi,752027,tangi
DehraGopipur_Central_D_1 (Himachal Pradesh),HP,Dehra Gopipur,176029,dehra gopipur
Vadodara_Tandalja_C (Gujarat),GJ,Vadodara,391750,vadodara
Vadodara_Savli_DPP (Gujarat),GJ,Vadodara,391520,vadodara
Muthukulathur_Selvanygprm_D (Tamil Nadu),TN,Muthukulathur,623711,muthukulathur
SawaiMadhopur_Kherda_D (Rajasthan),RJ,Sawai Madhopur,322029,sawai madhopur
Behali_PostOfc_D (Assam),AS,Behali,784170,behali
Huzurabad_Kapuwada_D (Telangana),TS,Huzurabad,505474,huzurabad
Eral_Nazareth_D (Tamil Nadu),TN,Eral,628701,eral
Krishnagiri_Bynapalli_D (Tamil Nadu),TN,Krishnagiri,635111,krishnagiri
Bijanbari_Dspath_DPP (West Bengal),WB,Bijanbari,734201,bijanbari
Anpara_Parasi_D (Uttar Pradesh),UP,Anpara,231224,anpara
Duliajan_StatonRd_D (Assam),AS,Duliajan,786602,duliajan
Nanjangud_RPRoad_D (Karnataka),KA,Nanjangud,571312,nanjangud
Parwanoo_Sector2_D (Himachal Pradesh),HP,Parwanoo,173220,parwanoo
Dalu_Barengapra_D (Meghalaya),ML,Dalu,794103,dalu
Ramanathapura_Central_D_2 (Karnataka),KA,Ramanathapura,573136,ramanathapura
Bharwara_AtarwelPath_D (Bihar),BR,Bharwara,847307,bharwara
Sonabarighat_Saidpur_DPP (Assam),AS,Sonabarighat,788115,sonabarighat
Vadnagar_BsstdDPP_D (Gujarat),GJ,Vadnagar,384315,vadnagar
Malout_DC (Punjab),PB,Malout,152114,malout
Anpara_Parasi_D (Uttar Pradesh),UP,Anpara,231220,anpara
Alappuzha_Pazhvedu_D (Kerala),KL,Alappuzha,688012,alappuzha
Palanpur_Esbipura_D (Gujarat),GJ,Palanpur,385526,palanpur
Chandigarh_Raiprkln_C (Chandigarh),PB,Mohali,160011,mohali
Jhajha_Hillrange_D (Bihar),BR,Jhajha,811308,jhajha
Shahgarh_AsatiClc_DPP (Madhya Pradesh),MP,Shahgarh,470339,shahgarh
KosigiAP_Nelakosigi_DPP (Andhra Pradesh),AP,KosigiAP,518349,kosigiap
Jamshedpur_DindliBasti_D (Jharkhand),JH,Jamshedpur,831035,jamshedpur
Rupnagar_Towercolony_D (Punjab),PB,Rupnagar,140112,rupnagar
Sewarhi_Pachimptti_D (Uttar Pradesh),UP,Sewarhi,274406,sewarhi
Tiptur_Chmundeshwri_D (Karnataka),KA,Tiptur,573119,tiptur
Narayankhed_Turkapally_D (Telangana),TS,Narayankhed,502269,narayankhed
Bangana_Bhaleti_D (Himachal Pradesh),HP,Bangana,174304,bangana
Kozhikode_Karuvissery_D (Kerala),KL,Kozhikode,673617,kozhikode
Surat_Brpc (Gujarat),GJ,Surat,394130,surat
Oras_Ranbambuli_D (Maharashtra),MH,Oras,416812,oras
BD_Dhaka_Banani_P (Dhaka-BD),DK,Madaripur,7902,madaripur
Kudligi_Vidyanagar_D (Karnataka),KA,Kudligi,583124,kudligi
Tihidi_Hanspat_DPP (Orissa),OR,Tihidi,756129,tihidi
Raigarh_MithmdRd_D (Chhattisgarh),CG,Raigarh,496004,raigarh
Raebareli_Ratapur_D (Uttar Pradesh),UP,Raebareli,229316,raebareli
Ramtek_ShivajiWard_D (Maharashtra),MH,Ramtek,441401,ramtek
Bangalore_Koralur_R (Karnataka),KA,Hoskote,562114,hoskote
Jogipet_Andole_D (Telangana),TS,Jogipet,502314,jogipet
Nakashipara_MaxDPP_D (West Bengal),WB,Nakashipara,741139,nakashipara
Anjumoorthy_Vdaknchery_D (Kerala),KL,Anjumoorthy,678545,anjumoorthy
Jinnuru_PostOfficeDPP_D (Andhra Pradesh),AP,Jinnuru,534338,jinnuru
Satna_Krishnanagar_D (Madhya Pradesh),MP,Satna,485002,satna
Jonai_Murkongselek_D (Assam),AS,Jonai,787060,jonai
Coimbatore_Vellakinar_C (Tamil Nadu),TN,Madukkarai,641042,madukkarai
Madakasira_RTCStand_D (Andhra Pradesh),AP,Madakasira,515291,madakasira
BD_Sylhet_Zindabazar_D (Sylhet),SH,Sylhet,3126,sylhet
Vandavasi_SaltStreet_D (Tamil Nadu),TN,Vandavasi,604405,vandavasi
Muddebihal_Nekarcolony_D (Karnataka),KA,Muddebihal,586201,muddebihal
Eral_Nazareth_D (Tamil Nadu),TN,Eral,628618,eral
Bhimavaram_Gunupudi_D (Andhra Pradesh),AP,Bhimavaram,534204,bhimavaram
Yacharam_SSGarden_D (Telangana),TS,Yacharam,508245,yacharam
Keshod_GasAgencyRd_D (Gujarat),GJ,Keshod,362227,keshod
Goalpara_Baladmri_D (Assam),AS,Goalpara,783121,goalpara
BD_Moulvibazar_Borkapon_D (Sylhet),SH,Moulvibazar,3231,moulvibazar
Manoharpur_ColRd_DPP (Jharkhand),JH,Manoharpur,833104,manoharpur
Lonar_Sahkarnagar_DPP (Maharashtra),MH,Lonar,443302,lonar
Jammu_GangyalCRPF_H (Jammu & Kashmir),JK,Jammu,180011,jammu
Kullu_ThashiBrara_D (Himachal Pradesh),HP,Kullu,175138,kullu
Vadakara_Veerancheri_D (Kerala),KL,Vadakara,673104,vadakara
Dudu_PhagiRd_D (Rajasthan),RJ,Dudu,303009,dudu
Noida_Sector59_R (Uttar Pradesh),UP,Dadri,203207,dadri
Lauria_ChandanChowk_D (Bihar),BR,Lauria Nandangarh,845453,lauria nandangarh
Kanpur_Central_D_8 (Uttar Pradesh),UP,Kanpur,208011,kanpur
Chittapur_GlbrgaRD_D (Karnataka),KA,Chittapur,585317,chittapur
Siliguri_Saktigarh_D (West Bengal),WB,Siliguri,734404,siliguri
Imphal_Heibongpokpi_D (Manipur),MN,Imphal,795146,imphal
Nadaun_Bela_D (Himachal Pradesh),HP,Nadaun,176031,nadaun
BD_Rajshahi_Kazla_D (Rajshahi),RS,Rajshahi ,6201,rajshahi 
Solapur_Jule_D (Maharashtra),MH,Solapur,413255,solapur
Nayagarh_Durgprsd_D (Orissa),OR,Nayagarh,752069,nayagarh
Gandhinagar_Randesan_D (Gujarat),GJ,Gandhinagar,382355,gandhinagar
Khandwa_TilakNagar_D (Madhya Pradesh),MP,Khandwa,450661,khandwa
Kadiri_NagireddyPalli_D (Andhra Pradesh),AP,Kadiri,515591,kadiri
Hapur_Simbhaoli_D (Uttar Pradesh),UP,Hapur,245207,hapur
Kalwakurthy_Margadarshi_D (Telangana),TS,Kalwakurthy,509320,kalwakurthy
Sundla_Bank_D (Himachal Pradesh),HP,Sundla,176308,sundla
Lutunia_Bholenthtmpl_D (West Bengal),WB,Lutunia,721155,lutunia
Arakkonam_Ramdasnagar_D (Tamil Nadu),TN,Arakkonam,631201,arakkonam
Dhanbad_Jharia_DC (Jharkhand),JH,Dhanbad,828119,dhanbad
Chilakaluripet_ChrlesChrch_DPP (Andhra Pradesh),AP,Chilakaluripet,522619,chilakaluripet
Hajipur_Belkunda_D (Bihar),BR,Hajipur,844103,hajipur
Mahuadanr_Dipatoli_D (Jharkhand),JH,Mahuadanr,822119,mahuadanr
Aizawl_Sairang_D (Mizoram),MZ,Aizawl,796421,aizawl
Sunderbani_Ward5_D (Jammu & Kashmir),JK,Sunderbani,185153,sunderbani
Nichlaul_Gorahwa_D (Uttar Pradesh),UP,Nichlaul,273163,nichlaul
Garhshankar_BangaRoad_D (Punjab),PB,Garhshanker,146106,garhshanker
Tanuku_GunturVriSt_D (Andhra Pradesh),AP,Tanuku,534211,tanuku
Silwani_Kirana_DPP (Madhya Pradesh),MP,Silwani,464886,silwani
Delhi_Karolbagh_D (Delhi),DL,Delhi,111120,delhi
Bangalore_Dasarahalli_C (Karnataka),KA,Bangalore,560077,bangalore
Fatehnagar_ITALI_DPP (Rajasthan),RJ,Fatehnagar,312205,fatehnagar
Oddnchtram_Palani_D (Tamil Nadu),TN,Oddanchatram,624711,oddanchatram
Anantapur_Venugopalnagar_D (Andhra Pradesh),AP,Anantapur,515721,anantapur
Malvan_Kumbharmath_D (Maharashtra),MH,Malvan,416524,malvan
Kushalgarh_Tandamangala_D (Rajasthan),RJ,Kushalgarh,327602,kushalgarh
Kendrapara_Dhansnpri_DPP (Orissa),OR,Babujang,754253,babujang
Ilipur_Dhanyahana_D (West Bengal),WB,Ilipur,711410,ilipur
Irinjlkuda_Pothstherry_D (Kerala),KL,Irinjalakuda,680323,irinjalakuda
Gauribidanur_Srinagara_D (Karnataka),KA,Gauribidanur,561208,gauribidanur
Dariyabad_MathuraNagar_D (Uttar Pradesh),UP,Dariyabad,225401,dariyabad
BD_Dhaka_Banani_P (Dhaka-BD),DK,Keraniganj,1320,keraniganj
Begusarai_Mohammadpur_D (Bihar),BR,Begusarai,851131,begusarai
Dewas_TriweniNagar_D (Madhya Pradesh),MP,Dewas,455048,dewas
Bahadurgarh_Nehrupark_D (Haryana),HR,Bahadurgarh,124507,bahadurgarh
BD_Dhaka_Banani_P (Dhaka-BD),KH,Kushtia,7050,kushtia
Markapur_VidyaNgr_D (Andhra Pradesh),AP,Markapur,523329,markapur
Mumbai_Kalachowki_C (Maharashtra),MH,Mumbai,400008,mumbai
Poonch_Ward5_D (Jammu & Kashmir),JK,Poonch,185101,poonch
Muvattupuzha_Anicadu_D (Kerala),KL,Muvattupuzha,686687,muvattupuzha
DeraBassi_Saidpura_D (Punjab),PB,Dera Bassi,140507,dera bassi
Amarapuram_YSRCircle_D (Andhra Pradesh),AP,Amarapuram,572116,amarapuram
Shrirampur_Ward7_D (Maharashtra),MH,Shrirampur,413707,shrirampur
Ghatampur_StatinRD_D (Uttar Pradesh),UP,Ghatampur,209208,ghatampur
Aligarh_Kuldeepvihar_D (Uttar Pradesh),UP,Aligarh,202125,aligarh
Durgapur_Bamunara_D (West Bengal),WB,Durgapur,713215,durgapur
Varanasi_Gauri_D (Uttar Pradesh),UP,Varanasi,221402,varanasi
Surat_Palod_D (Gujarat),GJ,Kosamba,394125,kosamba
Lucknow_IndiraNgr_D (Uttar Pradesh),UP,Lucknow,226027,lucknow
Basti_GandhiNagar_D (Uttar Pradesh),UP,Basti,272105,basti
Ratia_SchdvDPP_D (Haryana),HR,Ratia,125051,ratia
Kanhangad_Hsdrgfort_D (Kerala),KL,Kanhangad,671315,kanhangad
CCU_Lake Avenue_CP (West Bengal),WB,Kolkata,700053,kolkata
Perambra_KayipramRd_D (Kerala),KL,Perambra,673526,perambra
Atarra_GangehiRd_D (Uttar Pradesh),UP,Atarra,210202,atarra
Rajpur_BudhaBagicha_D (Chhattisgarh),CG,Rajpur-CH,497118,rajpur-ch
Tinsukia_Lezeihoolagaon_D (Assam),AS,Tinsukia,786146,tinsukia
Achampet_Madhuranagar_D (Telangana),TS,Achampet,509401,achampet
Bhimadole_DwarakaNagar_D (Andhra Pradesh),AP,Bhimadole,534427,bhimadole
Pachora_AadarshNagar_D (Maharashtra),MH,Pachora,424202,pachora
Paikana_Yamaha_DPP (Orissa),OR,Paikana,754111,paikana
Hospet_ExtPS_D (Karnataka),KA,Hospet,583225,hospet
Pala_PonadKaroor_D (Kerala),KL,Pala,686576,pala
Daryapur_WakodDPP_D (Maharashtra),MH,Daryapur,444706,daryapur
Boisar_BhimNagar_D (Maharashtra),MH,Boisar,401503,boisar
Chikodi_Jainagar_D (Karnataka),KA,Chikodi,591222,chikodi
