lname,state,city,pincode,key
Puranaigudam_Gomotha_DPP (Assam),AS,Puranaigudam,782141,puranaigudam
Sankaran_Kovil_D (Tamil Nadu),TN,Sankarankovil,627761,sankarankovil
Kendrapara_Dhansnpri_DPP (Orissa),OR,Babujang,754223,babujang
Dwarahat_Kalikholi_DPP (Uttarakhand),UK,Dwarahat,263653,dwarahat
Raghunathganj_NH12_D (West Bengal),WB,Raghunathganj,742201,raghunathganj
Allahabad_Bajha_D (Uttar Pradesh),UP,Allahabad,211015,allahabad
Hamirpur_Dosarka_D (Himachal Pradesh),HP,Hamirpur,177005,hamirpur
DakshinBarasat_Raidighi_DPP (West Bengal),WB,Raidighi,743383,raidighi
Para_Dubra_DPP (West Bengal),WB,Para,723126,para
Visakhapatnam_Madhavadhara_D (Andhra Pradesh),AP,Visakhapatnam,530009,visakhapatnam
BD_Sylhet_Zindabazar_D (Sylhet),SH,Sylhet,3190,sylhet
Balotra_Ward45_D (Rajasthan),RJ,Balotra,344023,balotra
Rajampet_BypassRd_D (Andhra Pradesh),AP,Rajampet,516126,rajampet
Karaikudi_Sivaganga_D (Tamil Nadu),TN,Karaikudi,630009,karaikudi
Faridabad_Sector27_R (Haryana),DL,Delhi,110021,delhi
Chandigarh_Raiprkln_C (Chandigarh),PB,Zirakpur,134119,zirakpur
Thalassery_TempleGt_D (Kerala),KL,Thalassery,670111,thalassery
Dusrabid_SugrFact_DPP (Maharashtra),MH,Dusrabid,443308,dusrabid
Ghumarwin_Gndhichk_D (Himachal Pradesh),HP,Ghumarwin,174031,ghumarwin
Haidargarh_Bhatkhera_D (Uttar Pradesh),UP,Haidargarh,227301,haidargarh
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,100038,dhaka-bd
Kishanganj_Central_D_5 (Bihar),BR,Kishanganj,855107,kishanganj
Jhansi_Ansalcol_D (Uttar Pradesh),UP,Jhansi,284120,jhansi
Mon_ChingaiWard_D (Nagaland),NL,Mon,798621,mon
Dibai_Galibpur_D (Uttar Pradesh),UP,Dibai,202399,dibai
Sitai_Khamarsitai_DPP (West Bengal),WB,Sitai,736145,sitai
NagarUntari_Bhawanathpur_DPP (Jharkhand),JH,Nagar Untari,822112,nagar untari
Muddebihal_Hudcocolony_D (Karnataka),KA,Muddebihal,586129,muddebihal
BD_Dhaka_Banani_D (Dhaka-BD),DK,Dhaka-BD,951216,dhaka-bd
Hajipur_Belkunda_D (Bihar),BR,Hajipur,844125,hajipur
Tenali_Pandurngpet_D (Andhra Pradesh),AP,Tenali,522306,tenali
Tadpligudm_Seetaram_D (Andhra Pradesh),AP,Tadepalligudem,534145,tadepalligudem
Dibai_Pahasu_D (Uttar Pradesh),UP,Dibai,202396,dibai
Siwan_Andar_D (Bihar),BR,Siwan,841502,siwan
Devgad_sindhuBank_DPP (Maharashtra),MH,Devgad,416805,devgad
Cochin_Kureekad_D (Kerala),KL,Cochin,682309,cochin
Trivandrum_Venganoor_D (Kerala),KL,Thiruvananthapuram,695027,thiruvananthapuram
Mangalpur_GayatriColony_D (Orissa),OR,Mangalpur,756138,mangalpur
Kareli_BastiChoraha_DPP (Madhya Pradesh),MP,Kareli,487330,kareli
Hyderabad_Bownplly_C (Telangana),TS,Hyderabad,500014,hyderabad
ChainpurJH_Premnagar_D (Jharkhand),JH,ChainpurJH,835206,chainpurjh
Kushalnagar_BapujiExtension_D (Karnataka),KA,Kushalnagar,571234,kushalnagar
Dinanagar_KakaHosp_D (Punjab),PB,Dinanagar,145026,dinanagar
Mahwa_Allapur_D (Rajasthan),RJ,Mahwa,321611,mahwa
Guskhara_DignagarRd_D (West Bengal),WB,Guskhara,713131,guskhara
Coimbatore_Vellakinar_C (Tamil Nadu),TN,Coimbatore,641030,coimbatore
Giridih_Kharagdiha_D (Jharkhand),JH,Giridih,815314,giridih
Farakka_BngrmDPP_D (West Bengal),WB,Farakka,732210,farakka
Doiwala_BaksarWala_DPP (Uttarakhand),UK,Doiwala,248143,doiwala
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,100030,dhaka-bd
Puthukkad_Santhinagar_D (Kerala),KL,Puthukkad,680312,puthukkad
Muddebihal_Nekarcolony_D (Karnataka),KA,Muddebihal,586213,muddebihal
Mirzapur_Natwa_D (Uttar Pradesh),UP,Mirzapur,231312,mirzapur
BD_Moulvibazar_Borkapon_D (Sylhet),SH,Moulvibazar,3240,moulvibazar
Faridpur_RanaClny_D (Uttar Pradesh),UP,Faridpur,243126,faridpur
DeoliRJ_Sawar_DPP (Rajasthan),RJ,Deoli-RJ,305407,deoli-rj
Dhanbad_Jharia_DC (Jharkhand),JH,Dhanbad,828301,dhanbad
Rehli_Ward3_D (Madhya Pradesh),MP,Rehli,470229,rehli
Iddukki_Cheruthoni_D (Kerala),KL,Iddukki,685602,iddukki
Virudhunagar_Allampatti_DPP (Tamil Nadu),TN,Virudhunagar,626204,virudhunagar
Cochin_Thoppumpdy_D (Kerala),KL,Cochin,682013,cochin
Tendukheda_AadhaarCntr_D (Madhya Pradesh),MP,Gadarwara,487334,gadarwara
Jaunpur_Chachakpur_D (Uttar Pradesh),UP,Jaunpur,222105,jaunpur
Delhi_UdhyogNgr_R (Delhi),DL,Delhi,110033,delhi
Dumraon_MahvidylaRd_D (Bihar),BR,Dumraon,802120,dumraon
Joypul_Maniktala_D (West Bengal),WB,Joypul,743221,joypul
Tenali_Pandurngpet_D (Andhra Pradesh),AP,Tenali,522301,tenali
Kadpadi_GoldenNager_D (Tamil Nadu),TN,Kadpadi,632517,kadpadi
Gummudipoondi_Kvraiptai_D (Tamil Nadu),TN,Gummudipoondi,601101,gummudipoondi
Munger_Kaura_D (Bihar),BR,Munger,811201,munger
Pithorgarh_Kumud_D (Uttarakhand),UK,Pithoragarh,262502,pithoragarh
BD_Khulna_SIRoad_D (Khulna),KH,Khulna,9251,khulna
Mishrikh_Naimishrnya_DPP (Uttar Pradesh),UP,Mishrikh,241304,mishrikh
Neemuch_MhowRd_D (Madhya Pradesh),MP,Neemuch,458220,neemuch
Ekma_Hansrajpr_D (Bihar),BR,Ekma,841204,ekma
Mekhliganj_WardNo7_DPP (West Bengal),WB,Mekhliganj,735136,mekhliganj
Usilampatti_Valayapatti_D (Tamil Nadu),TN,Usilampatti,625566,usilampatti
BD_Khulna_SIRoad_D (Khulna),KH,Khulna,9281,khulna
Karukachal_Nedumkunam_D (Kerala),KL,Karukachal,686515,karukachal
Chhutmalpur_RathoreColony_DPP (Uttar Pradesh),UP,Chhutmalpur,247662,chhutmalpur
Nandurbar_VimalVihar_D (Maharashtra),MH,Nandurbar,425416,nandurbar
Tihu_Barbari_D (Assam),AS,Tihu,781371,tihu
Binka_Golakbihari_DPP (Orissa),OR,Binka,767019,binka
Kakinada_CinemaRd_D (Andhra Pradesh),AP,Kakinada,533007,kakinada
Nagpur_TimberMrkt_D (Maharashtra),MH,Nagpur,440009,nagpur
Umred_Belgaon_D (Maharashtra),MH,Umred,441202,umred
Thiruvadanai_CKMangalm_D (Tamil Nadu),TN,Thiruvadanai,630713,thiruvadanai
Gooty_ATPRoad_D (Andhra Pradesh),AP,Gooty,515405,gooty
Ahmedabad_Odhavestate_C (Gujarat),GJ,Ahmedabad,380210,ahmedabad
Semiliguda_HimgiriNagar_D (Orissa),OR,Semiliguda,763001,semiliguda
Navsari_Vejalpore_D (Gujarat),GJ,Navsari,396469,navsari
BD_Habiganj_Chirakandi_D (Sylhet),SH,Habiganj,3372,habiganj
Samarlakota_CHC_D (Andhra Pradesh),AP,Samarlakota,533460,samarlakota
Linga_Kurenda_DPP (Madhya Pradesh),MP,Linga,481556,linga
Goa_Saligao_D (Goa),GA,Goa,403518,goa
UnaHP_NangalRd_D (Himachal Pradesh),HP,Una-HP,174315,una-hp
Belthangady_UjreMnRd_DPP (Karnataka),KA,Belthangady,574228,belthangady
Kaptanganj_Subshngr_D (Uttar Pradesh),UP,Kaptanganj,274249,kaptanganj
Madhupur_Sitarmrd_D (Jharkhand),JH,Madhupur,815353,madhupur
Malkapur_DwarkaHosp_DPP (Maharashtra),MH,Malkapur,443101,malkapur
KosigiAP_Nelakosigi_DPP (Andhra Pradesh),AP,KosigiAP,518333,kosigiap
Ghumarwin_Gndhichk_D (Himachal Pradesh),HP,Ghumarwin,174027,ghumarwin
Tirunelveli_BlaPkyaNgr_D (Tamil Nadu),TN,Tirunelveli,627003,tirunelveli
Jalgaon_Midc_D (Maharashtra),MH,Jalgaon,425126,jalgaon
Karauli_Agrawalnagar_D (Rajasthan),RJ,Karauli,322201,karauli
Etawah_HNnagar_D (Uttar Pradesh),UP,Etawah,206126,etawah
Davangere_Industrialarea_D (Karnataka),KA,Davangere,577003,davangere
Ariyalur_AlagappaNagar_D (Tamil Nadu),TN,Ariyalur,621731,ariyalur
Udaipurwati_DaduMndr_D (Rajasthan),RJ,Udaipurwati,333021,udaipurwati
Moranhat_Demow_DPP (Assam),AS,Demow,785671,demow
Karukachal_Nedumkunam_D (Kerala),KL,Karukachal,689597,karukachal
Palakkad_Chittur_D (Kerala),KL,Palakkad,678553,palakkad
Dwarka_CharaklaRd_DPP (Gujarat),GJ,Dwarka,361350,dwarka
Chintapalli_Sainagar_D (Andhra Pradesh),AP,Chintapalli,531111,chintapalli
Talere_Titha_DPP (Maharashtra),MH,Talere,416810,talere
Rajahmundry_AlcotGrdn_D (Andhra Pradesh),AP,Rajahmundry,533124,rajahmundry
Khurai_TalaiyaTDPP_D (Madhya Pradesh),MP,Khurai,470115,khurai
Dehradun_Nehrugram_D (Uttarakhand),UK,Dehradun,248012,dehradun
BD_Sylhet_Zindabazar_D (Sylhet),SH,Sylhet,3151,sylhet
BD_Feni_Tokio_D (Chattogram),CA,Feni,3902,feni
Mandphiya_GdaKhra_DPP (Rajasthan),RJ,Mandphiya,312027,mandphiya
Bidhuna_BharthnRd_D (Uttar Pradesh),UP,Bidhuna,206248,bidhuna
Surathkal_MukkaChckPst_D (Karnataka),KA,Surathkal,574179,surathkal
Parippally_Chvarcode_D (Kerala),KL,Parippally,695603,parippally
Ramnthpurm_TnhbBlkC_D (Tamil Nadu),TN,Ramanathapuram,623517,ramanathapuram
Pamuru_ViruvoruRd_D (Andhra Pradesh),AP,Pamuru,523108,pamuru
Goa_PondaCurti_D (Goa),GA,Goa,403107,goa
Kumarganj_ShivNagar_D (Uttar Pradesh),UP,Kumarganj,224158,kumarganj
Kashipur_Bazpur_D (Uttarakhand),UK,Kashipur,262401,kashipur
Jammu_Birpur_D (Jammu & Kashmir),JK,Jammu,181145,jammu
Sujanpur_Busstandrd_D (Himachal Pradesh),HP,Sujanpur,176109,sujanpur
Pune_Dhanori_C (Maharashtra),MH,Pune,411501,pune
Aunrihar_Mehnajpur_DPP (Uttar Pradesh),UP,Aunrihar,276123,aunrihar
Dibrugarh_Amoraguri_D (Assam),AS,Dibrugarh,786004,dibrugarh
Dotma_Nawarbhita_DPP (Assam),AS,Dotma,783345,dotma
Jaggayyapet_MainRd_DPP (Andhra Pradesh),AP,Jaggayyapet,521190,jaggayyapet
Nayagarh_Durgprsd_D (Orissa),OR,Nayagarh,752070,nayagarh
Dholi_Etwarpurjointi_D (Bihar),BR,Dholi,843118,dholi
Chandauli_ShubsNGR_D (Uttar Pradesh),UP,Chandauli,232104,chandauli
Mehsana_DediysnGIDC_D (Gujarat),GJ,Mehsana,384410,mehsana
Sindagi_BandalRd_D (Karnataka),KA,Sindagi,586206,sindagi
Changlang_BSBColny_D (Arunachal Pradesh),AR,Changlang,792120,changlang
Kanigiri_Tkriplm_D (Andhra Pradesh),AP,Kanigiri,523121,kanigiri
Kuchaikote_Bhathwaparshuram_D (Bihar),BR,Kuchaikote,841503,kuchaikote
Mahad_ShivajiNagar_D (Maharashtra),MH,Mahad,402305,mahad
Alappuzha_Pazhvedu_D (Kerala),KL,Alappuzha,688564,alappuzha
Kolhapur_Vandur_D (Maharashtra),MH,Kolhapur,416207,kolhapur
Narsinghpur_Gotegaon_D (Madhya Pradesh),MP,Narsinghpur,487118,narsinghpur
Karkala_JodursteJ_D (Karnataka),KA,Karkala,574108,karkala
Kollapur_Vasavi_DPP (Telangana),TS,Kollapur,509102,kollapur
Amreli_Kunkavav_DPP (Gujarat),GJ,Amreli,365610,amreli
Tiptur_Chmundeshwri_D (Karnataka),KA,Tiptur,572201,tiptur
Dharmavaram_Ward29_D (Andhra Pradesh),AP,Dharmavaram,515662,dharmavaram
Jaitwara_Kothi_DPP (Madhya Pradesh),MP,Jaitwara,485666,jaitwara
Boisar_BhimNagar_D (Maharashtra),MH,Boisar,401103,boisar
Gotan_Bhopalgarh_DPP (Rajasthan),RJ,Gotan,342901,gotan
Gurgaon_PalamVihar_R (Haryana),HR,Gurgaon,122012,gurgaon
Jammu_GangyalCRPF_H (Jammu & Kashmir),JK,Jammu,181121,jammu
Bishnupur_StnRdDPP_D (West Bengal),WB,Bishnupur,722165,bishnupur
Manmad_Malegaon_D (Maharashtra),MH,Manmad,423104,manmad
Howrah_Shibpur_C (West Bengal),WB,Bally,712245,bally
Peravurani_Nattanikkottai_D (Tamil Nadu),TN,Peravurani,614612,peravurani
Kolkata_Belghoria_C (West Bengal),WB,Kolkata,700091,kolkata
Karur_Polytechnic_D (Tamil Nadu),TN,Karur,639007,karur
Khalari_NayaDhauda_D (Jharkhand),JH,Khalari-JR,829205,khalari-jr
Faridabad_Sector27_R (Haryana),DL,Delhi,110066,delhi
Ahmedabad_SaraswatiNagar_C (Gujarat),GJ,Ahmedabad,382346,ahmedabad
Melur_MduraiRD_D (Tamil Nadu),TN,Melur,624402,melur
Sangrur_DC (Punjab),PB,Sangrur,148001,sangrur
Nadiad_Shantinagar_D (Gujarat),GJ,Nadiad,387320,nadiad
Araria_Raniganj_D (Bihar),BR,Araria,854334,araria
Rajpipla_DSPOffice_DPP (Gujarat),GJ,Rajpipla,393151,rajpipla
Itava_Prsnga_D (Uttar Pradesh),UP,Itava,271305,itava
Kollam_Kilikollur_D (Kerala),KL,Kollam,691020,kollam
Yrrgondplm_MainRd_DPP (Andhra Pradesh),AP,Yerragonda Palem,523327,yerragonda palem
Basirhat_MaitrDPP_D (West Bengal),WB,Basirhat,743291,basirhat
Bantwal_BambilRd_D (Karnataka),KA,Bantwal,574211,bantwal
Tiruppattur_KrishagiriRd_D (Tamil Nadu),TN,Tiruppattur,635651,tiruppattur
Kozhikode_WestHill_D (Kerala),KL,Kozhikode,673001,kozhikode
Lalgopalganj_Anandi_D (Uttar Pradesh),UP,Lal Gopalganj,229415,lal gopalganj
Oddnchtram_Palani_D (Tamil Nadu),TN,Oddanchatram,624622,oddanchatram
BD_Dhaka_Banani_P (Dhaka-BD),RS,Rajshahi,6230,rajshahi
Tarsikka_SaidoLehal_D (Punjab),PB,Tarsikka,143149,tarsikka
Pangodu_Bharathanoor_D (Kerala),KL,Pangodu,695616,pangodu
Kittur_Guruwarpeth_DPP (Karnataka),KA,Kittur,581206,kittur
Davangere_Santhebennur_D (Karnataka),KA,Davangere,577551,davangere
Dharamkot_Moga_D (Punjab),PB,Dharamkot,142043,dharamkot
BD_Habiganj_Chirakandi_D (Sylhet),SH,Habiganj,3351,habiganj
Chintapalli_Sainagar_D (Andhra Pradesh),AP,Chintapalli,531133,chintapalli
Uthangarai_Singarapettai_D (Tamil Nadu),TN,Uthangarai,606703,uthangarai
Guntur_Gajulapalem_D (Andhra Pradesh),AP,Guntur,522309,guntur
Nanded_HarshNager_D (Maharashtra),MH,Nanded,431606,nanded
Lucknow_NarpatKheraP_D (Uttar Pradesh),UP,Lucknow,226501,lucknow
Anand_Borsad_D (Gujarat),GJ,Anand,388540,anand
Chilakaluripet_ChrlesChrch_DPP (Andhra Pradesh),AP,Chilakaluripet,522234,chilakaluripet
Dhamtari_VasiniWard_D (Chhattisgarh),CG,Dhamtari,493770,dhamtari
Kharagpur_Nimpura_D (West Bengal),WB,Kharagpur,721149,kharagpur
Akbarpur_AmbedkarNgr_D (Uttar Pradesh),UP,Akbarpur,224235,akbarpur
Patti_Baheliyapur_D (Uttar Pradesh),UP,Patti-UP,230127,patti-up
Rewa_TPNgr_D (Madhya Pradesh),MP,Rewa,486446,rewa
Mandla_Ward23_D (Madhya Pradesh),MP,Mandla,481771,mandla
Mandalgarh_StejuSakal_D (Rajasthan),RJ,Mandalgarh,311601,mandalgarh
Sivaganga_Wardno3_D (Tamil Nadu),TN,Sivaganga,630553,sivaganga
Ambikapur_Lakhanpur_DPP (Chhattisgarh),CG,Ambikapur,497116,ambikapur
Bajkul_Kismat_D (West Bengal),WB,Bajkul,721626,bajkul
Rajdhanwar_Mayaramtola_D (Jharkhand),JH,Rajdhanwar,815318,rajdhanwar
Hyderabad_Devaryamjal_R (Telangana),TS,Kadthal,501359,kadthal
Aurangabad (Maharashtra),MH,Aurangabad,431003,aurangabad
Chengannur_OtheraRoad_D (Kerala),KL,Chengannur,689546,chengannur
Daryapur_WakodDPP_D (Maharashtra),MH,Daryapur,444705,daryapur
Peralam_Kaduvangudi_D (Tamil Nadu),TN,Peralam,609306,peralam
Chhindwara_Kulbhara_D (Madhya Pradesh),MP,Chhindwara,480112,chhindwara
WarangaPhata_Kalamnuri_D (Maharashtra),MH,Waranga Phata,431704,waranga phata
Thanabhawan_FlourMill_DPP (Uttar Pradesh),UP,Thanabhawan,247772,thanabhawan
Rishikesh_MalviyaNagar_D (Uttarakhand),UK,Rishikesh,249202,rishikesh
Triveninganj_Ward16_D (Bihar),BR,Triveninganj,852139,triveninganj
DeogarhRJ_BapuNgr_DPP (Rajasthan),RJ,DeogarhRJ,313332,deogarhrj
Umreth_PltinumPlza_DPP (Gujarat),GJ,Umreth,388220,umreth
Jabalpur_KashodhanNagar_D (Madhya Pradesh),MP,Jabalpur,482006,jabalpur
Doda_GhatRoad_D (Jammu & Kashmir),JK,Doda,182147,doda
Polur_Kanji_D (Tamil Nadu),TN,Polur,606906,polur
Mandi_Behna_D (Himachal Pradesh),HP,Mandi,175005,mandi
Gorakhpur_Saraswatipuram_D (Uttar Pradesh),UP,Gorakhpur,273202,gorakhpur
Gorakhpur_Saraswatipuram_D (Uttar Pradesh),UP,Gorakhpur,273013,gorakhpur
Khairagarh_Mudpar_DPP (Chhattisgarh),CG,Khairagarh,491885,khairagarh
Pandua_NvplyDPP_D (West Bengal),WB,Pandua,712147,pandua
Dhanbad_Joraphatak_D (Jharkhand),JH,Dhanbad,826015,dhanbad
Srinagar_Rainawari_D (Jammu & Kashmir),JK,Srinagar,190023,srinagar
Vadodara_Tandalja_C (Gujarat),GJ,Vadodara,390006,vadodara
Kadaba_AnugrDPP_D (Karnataka),KA,Kadaba,574285,kadaba
Podili_Sravaniestate_D (Andhra Pradesh),AP,Podili,523241,podili
Ottapidaram_ARS_D (Tamil Nadu),TN,Ottapidaram,628301,ottapidaram
Weir_Bhusawar_DPP (Rajasthan),RJ,Weir,321406,weir
BhwniMndi_RmngrDPP_D (Rajasthan),RJ,Bhawani Mandi,326501,bhawani mandi
Gulbarga_Vakkalgera_D (Karnataka),KA,Gulbarga,585101,gulbarga
Chikmagalur_Jayanagara_D (Karnataka),KA,Chikkamagalur,577111,chikkamagalur
Harda_Khirkiya_DPP (Madhya Pradesh),MP,Harda,450116,harda
Cochin_Nettoor_D (Kerala),KL,Cochin,682304,cochin
Bhiwandi_BorivaliSonale_R (Maharashtra),MH,Greater Thane,400612,greater thane
Laxmangarh_Wrd19DPP_D (Rajasthan),RJ,Laxmangarh-RJ,332311,laxmangarh-rj
Dindigul_Batlagundu_D (Tamil Nadu),TN,Dindigul,625203,dindigul
Tezu_Farmnala_D (Arunachal Pradesh),AR,Tezu,792001,tezu
Kovvur_Ramarao_D (Andhra Pradesh),AP,Kovvur,534350,kovvur
Deoria_CCRoad_D (Uttar Pradesh),UP,Deoria,274001,deoria
Daporijo_Pakamcolony_D (Arunachal Pradesh),AR,Daporijo,791122,daporijo
Marthandam_Knchiracode_D (Tamil Nadu),TN,Marthandam,629154,marthandam
Thodupuzha_MtSinaiRd_D (Kerala),KL,Thodupuzha,685607,thodupuzha
Porbandar_Vadiplot_D (Gujarat),GJ,Porbandar,360560,porbandar
Chalakudy_ForestChowk_D (Kerala),KL,Chalakudy,680684,chalakudy
Jaitwara_Birshingpur_DPP (Madhya Pradesh),MP,Jaitwara,486451,jaitwara
Thiruvarur_Mannargudi_D (Tamil Nadu),TN,Thiruvarur,614013,thiruvarur
Ullal_Chembugudde_D (Karnataka),KA,Ullal,575022,ullal
BD_Dhaka_Banani_P (Dhaka-BD),CA,Laxmipur,3710,laxmipur
Gandhinagar_Randesan_D (Gujarat),GJ,Gandhinagar,382020,gandhinagar
Puthukkad_Santhinagar_D (Kerala),KL,Puthukkad,680317,puthukkad
Sathupally_Ayyagaripeta_D (Telangana),TS,Sathupally,507306,sathupally
Thirthahalli_Kuruvalli_DPP (Karnataka),KA,Thirthahalli,577246,thirthahalli
Kangra_Ghurkari_D (Himachal Pradesh),HP,Kangra,176060,kangra
Bahraich_Ameenpur_D (Uttar Pradesh),UP,Bahraich,271902,bahraich
Attingal_Central_D_2 (Kerala),KL,Attingal,695103,attingal
Neyatinkra_Arlumodu_D (Kerala),KL,Neyyattinkara,695127,neyyattinkara
Aurangabad_Waluj_D (Maharashtra),MH,Aurangabad,431136,aurangabad
Ariyalur_AlagappaNagar_D (Tamil Nadu),TN,Ariyalur,621729,ariyalur
Tiruvanamalai_VelNagar_D (Tamil Nadu),TN,Tiruvannamalai,606755,tiruvannamalai
Amroha_Gulariya_D (Uttar Pradesh),UP,Amroha,244222,amroha
Chirala_PeralaRd_D (Andhra Pradesh),AP,Chirala,523169,chirala
Kittur_Guruwarpeth_DPP (Karnataka),KA,Kittur,591118,kittur
Bhanjanagar_Laxmivihar_D (Orissa),OR,Bhanjanagar,761127,bhanjanagar
Guntakal_Central_D_2 (Andhra Pradesh),AP,Guntakal,515801,guntakal
Meija_School_D (West Bengal),WB,Mejia,713376,mejia
Jahu_Naltu_D (Himachal Pradesh),HP,Jahu,175023,jahu
Chakia_Honda_D (Bihar),BR,Chakia,845426,chakia
Jasdan_MotiDPP_D (Gujarat),GJ,Jasdan,360055,jasdan
Faridabad_Sector27_R (Haryana),DL,Delhi,110603,delhi
Bhadrak_Central_D_2 (Orissa),OR,Bhadrak,756101,bhadrak
Kulithalai_CaveryNagar_D (Tamil Nadu),TN,Kulithalai,621006,kulithalai
Pudukkottai_KannanHosp_D (Tamil Nadu),TN,Pudukkottai,622104,pudukkottai
Muvattupuzha_Anicadu_D (Kerala),KL,Muvattupuzha,686669,muvattupuzha
Jorabat_Tpesia_D (Assam),AS,Jorabat,782401,jorabat
Eluru_Agraharm_DC (Andhra Pradesh),AP,Eluru,534003,eluru
Rewari_RamVihr_D (Haryana),HR,Rewari,123101,rewari
Balaghat_Sarekha_D (Madhya Pradesh),MP,Balaghat,481102,balaghat
Palakkad_Kodumba_D (Kerala),KL,Palakkad,678624,palakkad
BD_Dhaka_Banani_P (Dhaka-BD),KH,Jhenaidah,7321,jhenaidah
Chiplun_Burumtali_D (Maharashtra),MH,Chiplun,415603,chiplun
Guwahati_Kaikchi_GW (Assam),AS,Guwahati,781034,guwahati
Jaysingpur_Swapnanagari_D (Maharashtra),MH,Jaysingpur,416108,jaysingpur
Fatehpur-RJ_Sekhisar_DPP (Rajasthan),RJ,Fatehpur-RJ,332301,fatehpur-rj
Dhanbad_Jharia_DC (Jharkhand),JH,Dhanbad,828110,dhanbad
Bhavnagar_Chitra_I (Gujarat),GJ,Bhavnagar,364110,bhavnagar
Raghunathpur_Nutandih_D (West Bengal),WB,Raghunathpur,723132,raghunathpur
MandiGobindgarh_Nasrali_D (Punjab),PB,Mandi Gobindgarh,147301,mandi gobindgarh
Gurgaon_PalamVihar_R (Haryana),HR,Gurgaon,122213,gurgaon
Perinthalmanna_Angadipuram_D (Kerala),KL,Perinthalmanna,679340,perinthalmanna
Bishnupur_StnRdDPP_D (West Bengal),WB,Bishnupur,722144,bishnupur
Chikodi_Jainagar_D (Karnataka),KA,Chikodi,591309,chikodi
Amba_Shivatmple_D (Bihar),BR,Amba,824111,amba
Kishangarh_AirportRd_D (Rajasthan),RJ,Kishangarh,305802,kishangarh
Bhawanipur_SH65_D (Bihar),BR,Bhawanipur Rajdham,854204,bhawanipur rajdham
Farrukhabad_RamBanquet_D (Uttar Pradesh),UP,Farrukhabad,209625,farrukhabad
Phagwara_PurewalNgr_D (Punjab),PB,Phagwara,144401,phagwara
Marshillong_Mwsynrm_D (Meghalaya),ML,Marshillong,793113,marshillong
Tarkeshwar_Market_D (West Bengal),WB,Tarkeshwar,712405,tarkeshwar
Akhnoor_MiltryHosp_D (Jammu & Kashmir),JK,Akhnoor,181207,akhnoor
BD_Dhaka_Banani_P (Dhaka-BD),RS,Pabna,6640,pabna
Tiruvalla_Peringara_D (Kerala),KL,Tiruvalla,686548,tiruvalla
Ferozepur_DC (Punjab),PB,Firozpur,142052,firozpur
Agartala_Badharghat_D (Tripura),TR,Agartala,799003,agartala
Oras_Ranbambuli_D (Maharashtra),MH,Oras,416528,oras
Benipur_Karhari_D (Bihar),BR,Benipur,847203,benipur
Khargone_NutanNgr_D (Madhya Pradesh),MP,Khargone,451335,khargone
Maharajapuram_Krshnkovil_D (Tamil Nadu),TN,Maharajapuram,626132,maharajapuram
Barrackpore_Lalkuti_D (West Bengal),WB,Barrackpore,743121,barrackpore
Chintalpudi_KMRd_D (Andhra Pradesh),AP,Chintalpudi,534462,chintalpudi
Hyderabad_Gudimalkapur_C (Telangana),TS,Hyderabad,500096,hyderabad
Mathura_Palikheda_D (Uttar Pradesh),UP,Mathura,281001,mathura
Basti_Maharajganj_D (Uttar Pradesh),UP,Basti,272155,basti
Indore_RauSaiVihar_D (Madhya Pradesh),MP,Indore,453556,indore
Nalbari_Chokbazar_D (Assam),AS,Nalbari,781303,nalbari
Jodhpur_BasniPhase2_P (Rajasthan),RJ,Banar,342027,banar
Jhanjharpur_LangraChowk_D (Bihar),BR,Jhanjharpur,847407,jhanjharpur
Kayamkulam_Peringala_D (Kerala),KL,Kayamkulam,690551,kayamkulam
Shriwardhan_Kherdi_D (Maharashtra),MH,Shriwardhan,402114,shriwardhan
Sleemnabad_Padwar_DPP (Madhya Pradesh),MP,Sleemnabad,483440,sleemnabad
Tanuku_GunturVriSt_D (Andhra Pradesh),AP,Tanuku,534217,tanuku
Benipatti_Sarisab1_DPP (Bihar),BR,Benipatti,847223,benipatti
Nakodar_KrishanNgr_DPP (Punjab),PB,Nakodar,144035,nakodar
Chandigarh_Raiprkln_C (Chandigarh),PB,Mohali,160070,mohali
Bangalore_NetajiNagar_C (Karnataka),KA,Bangalore,560055,bangalore
DehriSone_Dilliyan_D (Bihar),BR,Dehri on Sone,821308,dehri on sone
Sikar_KishanColony_D (Rajasthan),RJ,Sikar,332039,sikar
Tadipatri_Weaverscolony_D (Andhra Pradesh),AP,Tadipatri,515445,tadipatri
Rajapalayam_Madathuppatti_D (Tamil Nadu),TN,Rajapalayam,626188,rajapalayam
Hardoi_AvsVikasColny_D (Uttar Pradesh),UP,Hardoi,241121,hardoi
Buxar_Ashaparari_DPP (Bihar),BR,Buxar,802118,buxar
Deo_DiwanBigha_D (Bihar),BR,Deo,824202,deo
Dibrugarh_Amoraguri_D (Assam),AS,Dibrugarh,786006,dibrugarh
BD_Bagerhat_Moniganj_D (Khulna),BG ,Bagerhat,9382,bagerhat
Rajahmundry_Tummalava_D (Andhra Pradesh),AP,Rajahmundry,533101,rajahmundry
Ranchi_Harmucolony_D (Jharkhand),JH,Ranchi,835303,ranchi
NizamabadUP_UnionBnk_D (Uttar Pradesh),UP,Nizamabad-UP,276208,nizamabad-up
